enrollment_id,enrollment_date,company_id,course_id,city,state,city_tier,gender,age_group,referral_source,payment_mode,device_type,original_price_inr,discount_pct,discount_amount_inr,final_price_inr,gst_amount_inr,net_revenue_inr,platform_cost_inr,gross_profit_inr,gross_margin_pct,course_completed,student_rating,refund_issued,support_tickets_raised
EDU00672,2023-06-10,5,5,Ahmedabad,Gujarat,Tier 1,Male,13-17,Email Campaign,Debit Card,Desktop,14999,20,2999.8,11999.2,2159.86,9839.34,3820.31,6019.03,61.17,Yes,3.8,No,0
EDU01200,2023-03-04,12,12,Kolkata,West Bengal,Tier 1,Male,13-17,Email Campaign,Net Banking,Desktop,4999,0,0,4999,899.82,4099.18,1535.84,2563.34,62.53,Yes,3.6,No,1
EDU00182,2024-06-20,14,3,Hyderabad,Telangana,Tier 1,Female,18-24,Direct/Organic,Wallet,Desktop,7499,20,1499.8,5999.2,1079.86,4919.34,2025.45,2893.89,58.83,Yes,4.5,No,0
EDU00294,2023-04-14,3,11,Hyderabad,Telangana,Tier 1,Female,13-17,Email Campaign,Debit Card,Mobile,12999,20,2599.8,10399.2,1871.86,8527.34,3329.64,5197.7,60.95,Yes,4.4,No,1
EDU00202,2023-08-05,7,5,Pune,Maharashtra,Tier 1,Female,18-24,Email Campaign,Debit Card,Desktop,14999,5,749.95,14249.05,2564.83,11684.22,4262.88,7421.34,63.52,No,,No,1
EDU01503,2023-07-10,2,13,Vadodara,Gujarat,Tier 3,Other,25-34,WhatsApp,Net Banking,Tablet,15999,0,0,15999,2879.82,13119.18,5679.41,7439.77,56.71,No,,No,0
EDU00127,2024-08-19,13,4,VADODARA,Gujarat,Tier 3,Other,13-17,School/College Partnership,EMI,Desktop,6999,40,2799.6,4199.4,755.89,3443.51,2040.52,1402.99,40.74,No,,No,2
EDU00532,2023-07-04,9,8,Mysuru,Karnataka,Tier 2,Male,35-44,Email Campaign,Credit Card,Tablet,4999,0,0,4999,899.82,4099.18,1817.47,2281.71,55.66,Yes,3.8,No,0
EDU00200,2023-07-28,2,5,Mysuru,Karnataka,Tier 2,Male,13-17,School/College Partnership,Net Banking,Tablet,14999,10,1499.9,13499.1,2429.84,11069.26,5317.43,5751.83,51.96,Yes,3.7,No,0
EDU01325,2023-07-13,14,18,Nashik,Maharashtra,Tier 2,Other,35-44,Word of Mouth,Debit Card,Mobile,11999,25,2999.75,8999.25,1619.87,7379.38,3243.12,4136.26,56.05,No,,No,0
EDU00693,2024-08-02,14,4,Madurai,Tamil Nadu,Tier 3,Male,18-24,Direct/Organic,Net Banking,Tablet,6999,20,1399.8,5599.2,1007.86,4591.34,2183.36,2407.98,52.45,No,,No,1
EDU00935,2023-04-23,12,26,Nagpur,Maharashtra,Tier 2,Female,25-34,School/College Partnership,UPI,Tablet,12999,10,1299.9,11699.1,2105.84,9593.26,4766.03,4827.23,50.32,Yes,4.3,No,0
EDU01902,2023-09-24,12,28,Vadodara,Gujarat,Tier 3,Female,35-44,Google Ads,Net Banking,Desktop,18999,5,949.95,18049.05,3248.83,14800.22,6861.56,7938.66,53.64,Yes,4,No,0
EDU00818,2024-03-20,12,9,CHENNAI,Tamil Nadu,Tier 1,Other,35-44,Instagram,Debit Card,Tablet,19999,10,1999.9,17999.1,3239.84,14759.26,5875.98,8883.28,60.19,Yes,4,No,0
EDU00217,2024-01-20,13,19,Coimbatore,Tamil Nadu,Tier 2,Male,13-17,School/College Partnership,Credit Card,Desktop,9999,30,2999.7,6999.3,1259.87,5739.43,2888.51,2850.92,49.67,Yes,4.4,No,0
EDU01278,2023-03-24,14,21,Howrah,West Bengal,Tier 3,Male,45+,School/College Partnership,Debit Card,Tablet,8999,0,0,8999,1619.82,7379.18,3341.63,4037.55,54.72,Yes,4.2,No,0
EDU00153,2023-05-05,3,2,Pune,Maharashtra,Tier 1,Female,35-44,YouTube,EMI,Mobile,9999,20,1999.8,7999.2,1439.86,6559.34,2655.1,3904.24,59.52,Yes,4.3,No,0
EDU02429,2023-02-09,11,23,Mysuru,Karnataka,Tier 2,Other,13-17,YouTube,Net Banking,Mobile,11999,10,1199.9,10799.1,1943.84,8855.26,3842.22,5013.04,56.61,No,,No,1
EDU01470,2024-12-17,9,26,New Delhi,Delhi NCR,Tier 1,Female,13-17,Direct/Organic,Credit Card,Tablet,12999,15,1949.85,11049.15,1988.85,9060.3,2790.84,6269.46,69.2,No,,No,0
EDU00966,2023-01-29,5,16,Bengaluru,Karnataka,Tier 1,Other,45+,Direct/Organic,UPI,Desktop,12999,15,1949.85,11049.15,1988.85,9060.3,4004.41,5055.89,55.8,Yes,4.2,No,0
EDU00479,2023-11-28,12,23,Madurai,Tamil Nadu,Tier 3,Female,13-17,School/College Partnership,Debit Card,Tablet,11999,30,3599.7,8399.3,1511.87,6887.43,2554.83,4332.6,62.91,No,,No,3
EDU01283,2023-06-19,5,15,Hyderabad,Telangana,Tier 1,Male,45+,Google Ads,UPI,Desktop,29999,0,0,29999,5399.82,24599.18,10170.12,14429.06,58.66,No,,No,0
EDU01884,2023-07-05,14,25,Pune,Maharashtra,Tier 1,Other,13-17,School/College Partnership,Debit Card,Tablet,7999,0,0,7999,1439.82,6559.18,1812.06,4747.12,72.37,No,,No,1
EDU01151,2023-10-09,2,12,Jodhpur,Rajasthan,Tier 3,Male,18-24,YouTube,Credit Card,Tablet,4999,0,0,4999,899.82,4099.18,1810.9,2288.28,55.82,No,,No,3
EDU02179,2023-05-04,11,7,Nashik,Maharashtra,Tier 2,Male,35-44,School/College Partnership,Net Banking,Desktop,8999,5,449.95,8549.05,1538.83,7010.22,3259.81,3750.41,53.5,Yes,4,No,0
EDU02246,2024-10-05,9,7,Ghaziabad,Delhi NCR,Tier 2,Other,18-24,Google Ads,Net Banking,Mobile,8999,0,0,8999,1619.82,7379.18,3163.85,4215.33,57.12,No,,No,2
EDU02086,2024-06-27,1,29,Surat,Gujarat,Tier 2,Male,18-24,Google Ads,EMI,Mobile,6999,0,0,6999,1259.82,5739.18,2176.22,3562.96,62.08,No,,No,0
EDU00844,2024-08-26,6,12,Warangal,Telangana,Tier 3,Male,13-17,YouTube,Wallet,Tablet,4999,40,1999.6,2999.4,539.89,2459.51,1248.59,1210.92,49.23,Yes,4.1,No,0
EDU02074,2023-01-13,15,12,Ghaziabad,Delhi NCR,Tier 2,Female,25-34,WhatsApp,Wallet,Tablet,4999,30,1499.7,3499.3,629.87,2869.43,1441.67,1427.76,49.76,No,,Yes,0
EDU01265,2023-07-17,7,23,Nashik,Maharashtra,Tier 2,Male,25-34,Email Campaign,EMI,Desktop,11999,0,0,11999,2159.82,9839.18,4252.93,5586.25,56.78,Yes,3.5,No,0
EDU01009,2024-11-12,6,10,Ghaziabad,Delhi NCR,Tier 2,Female,45+,YouTube,EMI,Desktop,34999,10,3499.9,31499.1,5669.84,25829.26,10660.93,15168.33,58.73,Yes,3.4,No,0
EDU01698,2023-06-04,2,14,Faridabad,Delhi NCR,Tier 2,Other,45+,WhatsApp,Credit Card,Tablet,6999,30,2099.7,4899.3,881.87,4017.43,1622.19,2395.24,59.62,No,,No,0
EDU00968,2024-02-04,1,3,Warangal,Telangana,Tier 3,Female,35-44,YouTube,Debit Card,Tablet,7499,0,0,7499,1349.82,6149.18,3054.03,3095.15,50.33,Yes,4.2,No,0
EDU02014,2024-05-15,2,27,Surat,Gujarat,Tier 2,Other,25-34,School/College Partnership,Credit Card,Desktop,14999,0,0,14999,2699.82,12299.18,5778.38,6520.8,53.02,Yes,,No,0
EDU02186,2024-04-13,9,17,Warangal,Telangana,Tier 3,Other,13-17,School/College Partnership,UPI,Tablet,16999,10,1699.9,15299.1,2753.84,12545.26,5173.74,7371.52,58.76,Yes,3.6,No,1
EDU00973,2024-10-08,14,23,New Delhi,Delhi NCR,Tier 1,Other,45+,Word of Mouth,Credit Card,Desktop,11999,0,0,11999,2159.82,9839.18,3947.68,5891.5,59.88,No,,No,1
EDU00188,2023-03-25,5,12,Warangal,Telangana,Tier 3,Other,18-24,YouTube,Credit Card,Desktop,4999,30,1499.7,3499.3,629.87,2869.43,1277.37,1592.06,55.48,Yes,4.3,No,1
EDU00247,2024-04-10,10,8,Hyderabad,Telangana,Tier 1,Other,25-34,Instagram,EMI,Desktop,4999,50,2499.5,2499.5,449.91,2049.59,1217.58,832.01,40.59,No,,No,2
EDU02092,2023-12-05,15,2,Chennai,Tamil Nadu,Tier 1,Male,35-44,Direct/Organic,UPI,Desktop,9999,30,2999.7,6999.3,1259.87,5739.43,2336.41,3403.02,59.29,No,,No,0
EDU02077,2023-06-22,2,16,Gurugram,Delhi NCR,Tier 1,Other,25-34,Word of Mouth,UPI,Mobile,12999,50,6499.5,6499.5,1169.91,5329.59,2649.12,2680.47,50.29,No,,No,0
EDU02419,2023-04-11,7,10,Pune,Maharashtra,Tier 1,Male,45+,Word of Mouth,UPI,Desktop,34999,5,1749.95,33249.05,5984.83,27264.22,12276.55,14987.67,54.97,Yes,,No,0
EDU00284,2024-08-21,13,24,Nagpur,Maharashtra,Tier 2,Other,13-17,Word of Mouth,EMI,Desktop,22999,40,9199.6,13799.4,2483.89,11315.51,7072.62,4242.89,37.5,Yes,3.5,No,0
EDU01771,2023-12-14,4,24,Warangal,Telangana,Tier 3,Other,25-34,WhatsApp,Net Banking,Tablet,22999,0,0,22999,4139.82,18859.18,9301.58,9557.6,50.68,Yes,3.3,No,0
EDU01858,2023-04-29,15,15,Faridabad,Delhi NCR,Tier 2,Other,18-24,Word of Mouth,Net Banking,Desktop,29999,15,4499.85,25499.15,4589.85,20909.3,8492.43,12416.87,59.38,No,,No,0
EDU00904,2023-10-02,11,1,Vadodara,Gujarat,Tier 3,Female,13-17,Google Ads,UPI,Mobile,24999,40,9999.6,14999.4,2699.89,12299.51,6058.64,6240.87,50.74,Yes,3.7,No,0
EDU01270,2024-08-23,10,8,Ghaziabad,Delhi NCR,Tier 2,Female,18-24,Email Campaign,Wallet,Desktop,4999,0,0,4999,899.82,4099.18,2107.42,1991.76,48.59,No,,No,0
EDU02267,2023-10-20,7,11,Mangaluru,Karnataka,Tier 3,Other,35-44,Direct/Organic,EMI,Mobile,12999,50,6499.5,6499.5,1169.91,5329.59,3056.68,2272.91,42.65,Yes,4,No,0
EDU00976,2024-11-29,14,26,Jodhpur,Rajasthan,Tier 3,Female,25-34,YouTube,UPI,Desktop,12999,5,649.95,12349.05,2222.83,10126.22,3718.67,6407.55,63.28,Yes,3.7,No,0
EDU01413,2023-01-02,8,2,Hyderabad,Telangana,Tier 1,Female,25-34,Word of Mouth,Wallet,Desktop,9999,50,4999.5,4999.5,899.91,4099.59,2118.78,1980.81,48.32,Yes,,No,0
EDU02320,2024-08-08,8,1,Jaipur,Rajasthan,Tier 2,Male,18-24,Email Campaign,Debit Card,Tablet,24999,10,2499.9,22499.1,4049.84,18449.26,5862.66,12586.6,68.22,Yes,,No,0
EDU00123,2024-01-13,1,16,Bengaluru,Karnataka,Tier 1,Other,13-17,Direct/Organic,EMI,Tablet,12999,30,3899.7,9099.3,1637.87,7461.43,3717.55,3743.88,50.18,Yes,3.4,No,2
EDU01073,2024-04-23,13,14,Kolkata,West Bengal,Tier 1,Female,35-44,Direct/Organic,Credit Card,Desktop,6999,30,2099.7,4899.3,881.87,4017.43,1584.18,2433.25,60.57,Yes,4.3,No,1
EDU01305,2023-10-28,12,10,Mumbai,Maharashtra,Tier 1,Male,18-24,Direct/Organic,Net Banking,Mobile,34999,15,5249.85,29749.15,5354.85,24394.3,9318.87,15075.43,61.8,Yes,,No,0
EDU01891,2024-09-26,13,5,Howrah,West Bengal,Tier 3,Other,45+,Word of Mouth,Net Banking,Tablet,14999,10,1499.9,13499.1,2429.84,11069.26,4886.44,6182.82,55.86,Yes,3.4,No,1
EDU02072,2024-09-10,9,2,Jaipur,Rajasthan,Tier 2,Male,45+,WhatsApp,Net Banking,Mobile,9999,0,0,9999,1799.82,8199.18,4396.02,3803.16,46.38,No,,Yes,1
EDU00870,2024-03-07,8,9,Nagpur,Maharashtra,Tier 2,Other,18-24,WhatsApp,Wallet,Mobile,19999,50,9999.5,9999.5,1799.91,8199.59,4779.28,3420.31,41.71,Yes,5,No,0
EDU01660,2023-03-27,13,8,Vadodara,Gujarat,Tier 3,Female,45+,Email Campaign,UPI,Mobile,4999,40,1999.6,2999.4,539.89,2459.51,1202.03,1257.48,51.13,Yes,3.7,No,0
EDU01592,2024-08-31,6,8,Kolkata,West Bengal,Tier 1,Male,25-34,Instagram,Net Banking,Desktop,4999,15,749.85,4249.15,764.85,3484.3,1592.9,1891.4,54.28,Yes,3.4,No,1
EDU00757,2024-12-27,10,18,Ghaziabad,Delhi NCR,Tier 2,Male,35-44,YouTube,Net Banking,Desktop,11999,20,2399.8,9599.2,1727.86,7871.34,3655.19,4216.15,53.56,Yes,3.5,No,0
EDU01157,2023-04-09,5,11,Hyderabad,Telangana,Tier 1,Male,18-24,Instagram,Wallet,Mobile,12999,5,649.95,12349.05,2222.83,10126.22,2941.12,7185.1,70.96,Yes,,No,0
EDU01109,2024-01-30,3,29,Noida,Delhi NCR,Tier 1,Other,45+,Google Ads,Net Banking,Desktop,6999,50,3499.5,3499.5,629.91,2869.59,1312.67,1556.92,54.26,No,,No,1
EDU00068,2023-06-10,15,17,New Delhi,Delhi NCR,Tier 1,Female,25-34,Direct/Organic,UPI,Tablet,16999,30,5099.7,11899.3,2141.87,9757.43,4406.68,5350.75,54.84,Yes,3.1,Yes,1
EDU01707,2024-01-30,14,25,Faridabad,Delhi NCR,Tier 2,Other,18-24,Word of Mouth,Credit Card,Desktop,7999,40,3199.6,4799.4,863.89,3935.51,2312.66,1622.85,41.24,No,,No,1
EDU00333,2024-02-24,13,14,Bengaluru,Karnataka,Tier 1,Male,13-17,Google Ads,Wallet,Mobile,6999,5,349.95,6649.05,1196.83,5452.22,1910.81,3541.41,64.95,No,,No,1
EDU00337,2024-01-17,13,5,Mysuru,Karnataka,Tier 2,Female,35-44,WhatsApp,Wallet,Mobile,14999,15,2249.85,12749.15,2294.85,10454.3,5916.78,4537.52,43.4,No,,No,0
EDU00913,2023-11-02,14,3,New Delhi,Delhi NCR,Tier 1,Male,25-34,Email Campaign,Net Banking,Tablet,7499,30,2249.7,5249.3,944.87,4304.43,1652.16,2652.27,61.62,No,,No,0
EDU02402,2024-12-07,3,21,Noida,Delhi NCR,Tier 1,Other,45+,Instagram,Wallet,Tablet,8999,0,0,8999,1619.82,7379.18,3502.04,3877.14,52.54,No,,Yes,0
EDU00473,2024-01-18,4,29,Mumbai,Maharashtra,Tier 1,Male,35-44,Google Ads,Debit Card,Desktop,6999,20,1399.8,5599.2,1007.86,4591.34,2085.5,2505.84,54.58,Yes,3.9,No,0
EDU00902,2024-05-30,3,6,Howrah,West Bengal,Tier 3,Other,35-44,Instagram,Credit Card,Desktop,8499,15,1274.85,7224.15,1300.35,5923.8,2871.68,3052.12,51.52,Yes,3.6,No,0
EDU01853,2024-03-12,6,6,Gurugram,Delhi NCR,Tier 1,Other,13-17,Google Ads,Debit Card,Desktop,8499,25,2124.75,6374.25,1147.37,5226.88,1939.58,3287.3,62.89,No,,No,1
EDU00885,2023-06-23,13,28,Bengaluru,Karnataka,Tier 1,Male,35-44,School/College Partnership,Net Banking,Desktop,18999,30,5699.7,13299.3,2393.87,10905.43,4501.21,6404.22,58.73,Yes,3.4,No,0
EDU00478,2024-12-07,14,23,Warangal,Telangana,Tier 3,Male,18-24,YouTube,Net Banking,Desktop,11999,40,4799.6,7199.4,1295.89,5903.51,2800.12,3103.39,52.57,Yes,3.6,No,0
EDU01330,2024-08-07,6,1,Jodhpur,Rajasthan,Tier 3,Male,18-24,Direct/Organic,EMI,Mobile,24999,0,0,24999,4499.82,20499.18,7905.8,12593.38,61.43,Yes,3.2,No,0
EDU01343,2024-06-09,9,14,New Delhi,Delhi NCR,Tier 1,Male,18-24,Email Campaign,EMI,Desktop,6999,0,0,6999,1259.82,5739.18,2570.09,3169.09,55.22,Yes,3.7,No,0
EDU01492,2024-07-11,2,29,Jodhpur,Rajasthan,Tier 3,Female,13-17,WhatsApp,Net Banking,Mobile,6999,40,2799.6,4199.4,755.89,3443.51,2127.95,1315.56,38.2,No,,Yes,0
EDU02310,2023-06-20,3,18,Hyderabad,Telangana,Tier 1,Male,13-17,School/College Partnership,Credit Card,Desktop,11999,20,2399.8,9599.2,1727.86,7871.34,2970.37,4900.97,62.26,No,,No,2
EDU01341,2024-03-09,8,7,Mumbai,Maharashtra,Tier 1,Male,25-34,YouTube,EMI,Mobile,8999,30,2699.7,6299.3,1133.87,5165.43,2152.55,3012.88,58.33,Yes,3.2,No,0
EDU00133,2024-01-27,9,19,Warangal,Telangana,Tier 3,Female,13-17,Direct/Organic,Debit Card,Tablet,9999,5,499.95,9499.05,1709.83,7789.22,3164.13,4625.09,59.38,No,,Yes,1
EDU02314,2024-08-19,5,5,Surat,Gujarat,Tier 2,Female,35-44,Direct/Organic,Net Banking,Desktop,14999,10,1499.9,13499.1,2429.84,11069.26,4772.28,6296.98,56.89,No,,No,1
EDU01410,2023-08-29,5,19,Surat,Gujarat,Tier 2,Male,25-34,Email Campaign,EMI,Desktop,9999,25,2499.75,7499.25,1349.87,6149.38,3144.02,3005.36,48.87,Yes,3.2,No,0
EDU00982,2023-02-12,12,17,Faridabad,Delhi NCR,Tier 2,Female,18-24,Google Ads,UPI,Mobile,16999,5,849.95,16149.05,2906.83,13242.22,6788.52,6453.7,48.74,No,,No,0
EDU01234,2024-01-07,14,21,Ahmedabad,Gujarat,Tier 1,Female,25-34,Instagram,EMI,Mobile,8999,20,1799.8,7199.2,1295.86,5903.34,2489.28,3414.06,57.83,Yes,3.5,No,0
EDU02053,2023-09-18,13,6,Warangal,Telangana,Tier 3,Male,45+,Word of Mouth,EMI,Mobile,8499,30,2549.7,5949.3,1070.87,4878.43,2139.34,2739.09,56.15,No,,Yes,0
EDU01150,2023-04-13,10,25,Mangaluru,Karnataka,Tier 3,Male,13-17,WhatsApp,Net Banking,Mobile,7999,15,1199.85,6799.15,1223.85,5575.3,2682.3,2893,51.89,No,,No,0
EDU01762,2024-09-16,15,29,Nashik,Maharashtra,Tier 2,Male,18-24,Word of Mouth,Credit Card,Tablet,6999,0,0,6999,1259.82,5739.18,2700.48,3038.7,52.95,Yes,3.9,No,0
EDU00257,2024-11-05,8,20,Bengaluru,Karnataka,Tier 1,Male,35-44,WhatsApp,UPI,Mobile,8999,10,899.9,8099.1,1457.84,6641.26,2506.31,4134.95,62.26,No,,No,1
EDU00551,2024-05-02,13,11,Jaipur,Rajasthan,Tier 2,Male,18-24,Google Ads,EMI,Mobile,12999,40,5199.6,7799.4,1403.89,6395.51,3981.99,2413.52,37.74,Yes,3.4,No,0
EDU01679,2023-04-12,3,2,Surat,Gujarat,Tier 2,Male,45+,Direct/Organic,Wallet,Mobile,9999,10,999.9,8999.1,1619.84,7379.26,3489.3,3889.96,52.71,No,,No,1
EDU00899,2024-02-28,10,21,Coimbatore,Tamil Nadu,Tier 2,Male,18-24,Direct/Organic,Net Banking,Desktop,8999,15,1349.85,7649.15,1376.85,6272.3,3167.93,3104.37,49.49,Yes,,No,0
EDU00290,2024-08-26,15,10,Mumbai,Maharashtra,Tier 1,Other,45+,WhatsApp,EMI,Mobile,34999,0,0,34999,6299.82,28699.18,10632.03,18067.15,62.95,Yes,4.2,Yes,0
EDU01947,2023-02-16,3,26,Vadodara,Gujarat,Tier 3,Female,25-34,WhatsApp,Wallet,Desktop,12999,5,649.95,12349.05,2222.83,10126.22,5756.4,4369.82,43.15,No,,Yes,5
EDU00778,2024-01-13,12,29,Jaipur,Rajasthan,Tier 2,Female,13-17,YouTube,Debit Card,Tablet,6999,50,3499.5,3499.5,629.91,2869.59,1606.94,1262.65,44,Yes,4.1,No,0
EDU01873,2024-05-09,6,25,Jaipur,Rajasthan,Tier 2,Female,45+,Direct/Organic,UPI,Tablet,7999,40,3199.6,4799.4,863.89,3935.51,1892.47,2043.04,51.91,No,,Yes,1
EDU00054,2023-07-23,6,9,Noida,Delhi NCR,Tier 1,Other,13-17,Google Ads,Debit Card,Tablet,19999,50,9999.5,9999.5,1799.91,8199.59,4120.85,4078.74,49.74,No,,No,0
EDU01576,2023-02-01,9,29,Noida,Delhi NCR,Tier 1,Male,35-44,Email Campaign,EMI,Tablet,6999,10,699.9,6299.1,1133.84,5165.26,1961.83,3203.43,62.02,Yes,4.1,No,1
EDU00558,2023-07-18,10,15,Surat,Gujarat,Tier 2,Male,25-34,YouTube,UPI,Desktop,29999,10,2999.9,26999.1,4859.84,22139.26,8197.78,13941.48,62.97,Yes,4.4,No,0
EDU00041,2023-01-26,8,17,Gurugram,Delhi NCR,Tier 1,Other,18-24,WhatsApp,Net Banking,Desktop,16999,0,0,16999,3059.82,13939.18,6120.57,7818.61,56.09,Yes,3.3,No,2
EDU01593,2024-02-28,4,24,Warangal,Telangana,Tier 3,Other,35-44,School/College Partnership,EMI,Desktop,22999,10,2299.9,20699.1,3725.84,16973.26,7365.41,9607.85,56.61,No,,No,0
EDU01173,2023-09-19,2,18,Faridabad,Delhi NCR,Tier 2,Female,25-34,Word of Mouth,EMI,Mobile,11999,30,3599.7,8399.3,1511.87,6887.43,3254.28,3633.15,52.75,Yes,,No,1
EDU00262,2023-09-02,8,5,Gurugram,Delhi NCR,Tier 1,Female,18-24,Instagram,UPI,Tablet,14999,0,0,14999,2699.82,12299.18,4500.28,7798.9,63.41,Yes,3.3,No,0
EDU02495,2023-12-29,3,2,Coimbatore,Tamil Nadu,Tier 2,Other,35-44,WhatsApp,Debit Card,Desktop,9999,25,2499.75,7499.25,1349.87,6149.38,2690.39,3458.99,56.25,Yes,4.1,No,0
EDU00084,2024-05-14,12,24,Kolkata,West Bengal,Tier 1,Male,13-17,WhatsApp,UPI,Tablet,22999,40,9199.6,13799.4,2483.89,11315.51,5310.88,6004.63,53.07,No,,No,0
EDU02426,2023-06-22,3,15,Bengaluru,Karnataka,Tier 1,Other,25-34,Word of Mouth,Debit Card,Mobile,29999,40,11999.6,17999.4,3239.89,14759.51,6729.96,8029.55,54.4,No,,Yes,0
EDU01084,2023-05-12,9,27,Howrah,West Bengal,Tier 3,Other,35-44,WhatsApp,UPI,Desktop,14999,20,2999.8,11999.2,2159.86,9839.34,4308.12,5531.22,56.22,Yes,4.2,No,0
EDU02471,2024-05-27,13,1,Mysuru,Karnataka,Tier 2,Male,18-24,Email Campaign,EMI,Desktop,24999,10,2499.9,22499.1,4049.84,18449.26,8277.07,10172.19,55.14,No,,No,0
EDU02377,2023-02-09,2,3,Vadodara,Gujarat,Tier 3,Other,13-17,Email Campaign,UPI,Desktop,7499,30,2249.7,5249.3,944.87,4304.43,1986.4,2318.03,53.85,Yes,4.4,No,1
EDU00031,2024-11-29,2,28,Nagpur,Maharashtra,Tier 2,Other,18-24,Word of Mouth,Credit Card,Mobile,18999,25,4749.75,14249.25,2564.86,11684.39,5237.7,6446.69,55.17,No,,No,1
EDU01523,2024-10-14,7,1,Madurai,Tamil Nadu,Tier 3,Other,18-24,Email Campaign,Debit Card,Mobile,24999,0,0,24999,4499.82,20499.18,7608.89,12890.29,62.88,No,,Yes,1
EDU01977,2023-12-03,2,7,Jaipur,Rajasthan,Tier 2,Other,25-34,Word of Mouth,EMI,Mobile,8999,15,1349.85,7649.15,1376.85,6272.3,2750.57,3521.73,56.15,Yes,,No,0
EDU02289,2024-02-09,15,26,Hyderabad,Telangana,Tier 1,Other,18-24,WhatsApp,Credit Card,Mobile,12999,15,1949.85,11049.15,1988.85,9060.3,3109.2,5951.1,65.68,Yes,3.5,No,1
EDU01637,2023-11-06,9,6,Noida,Delhi NCR,Tier 1,Female,25-34,Email Campaign,UPI,Desktop,8499,0,0,8499,1529.82,6969.18,2731.24,4237.94,60.81,No,,No,1
EDU02222,2024-03-03,14,5,Coimbatore,Tamil Nadu,Tier 2,Male,45+,Google Ads,Credit Card,Desktop,14999,25,3749.75,11249.25,2024.87,9224.38,4207.9,5016.48,54.38,No,,No,1
EDU01021,2023-03-30,11,28,Ghaziabad,Delhi NCR,Tier 2,Male,25-34,YouTube,EMI,Desktop,18999,0,0,18999,3419.82,15579.18,6704.46,8874.72,56.97,No,,No,3
EDU02221,2024-08-15,7,22,Surat,Gujarat,Tier 2,Male,13-17,YouTube,EMI,Tablet,24999,0,0,24999,4499.82,20499.18,10072.38,10426.8,50.86,No,,No,4
EDU01419,2024-12-06,9,3,Nashik,Maharashtra,Tier 2,Female,18-24,WhatsApp,Debit Card,Mobile,7499,50,3749.5,3749.5,674.91,3074.59,1646.04,1428.55,46.46,No,,No,1
EDU01207,2024-02-18,15,5,Coimbatore,Tamil Nadu,Tier 2,Female,45+,WhatsApp,Debit Card,Desktop,14999,0,0,14999,2699.82,12299.18,5794.01,6505.17,52.89,Yes,3.6,No,0
EDU02415,2024-05-30,10,19,Nagpur,Maharashtra,Tier 2,Male,18-24,Direct/Organic,Debit Card,Tablet,9999,40,3999.6,5999.4,1079.89,4919.51,3102.48,1817.03,36.94,No,,No,1
EDU00049,2024-06-30,14,27,New Delhi,Delhi NCR,Tier 1,Female,18-24,Direct/Organic,Credit Card,Mobile,14999,30,4499.7,10499.3,1889.87,8609.43,3713.1,4896.33,56.87,No,,Yes,0
EDU01801,2024-02-17,15,26,Mumbai,Maharashtra,Tier 1,Male,13-17,Instagram,Credit Card,Mobile,12999,5,649.95,12349.05,2222.83,10126.22,4193.29,5932.93,58.59,Yes,,No,0
EDU00894,2023-11-01,8,4,Mumbai,Maharashtra,Tier 1,Male,35-44,Email Campaign,Wallet,Tablet,6999,20,1399.8,5599.2,1007.86,4591.34,2030.36,2560.98,55.78,Yes,3.3,No,0
EDU00154,2023-03-09,15,17,Bengaluru,Karnataka,Tier 1,Male,18-24,Email Campaign,Wallet,Mobile,16999,15,2549.85,14449.15,2600.85,11848.3,5041.08,6807.22,57.45,No,,No,2
EDU00395,2024-07-24,13,21,Hyderabad,Telangana,Tier 1,Other,25-34,WhatsApp,Wallet,Mobile,8999,25,2249.75,6749.25,1214.87,5534.38,2563.13,2971.25,53.69,Yes,5,No,0
EDU01148,2024-08-15,9,24,Jodhpur,Rajasthan,Tier 3,Other,25-34,Email Campaign,Net Banking,Mobile,22999,5,1149.95,21849.05,3932.83,17916.22,7928.44,9987.78,55.75,Yes,4.1,No,0
EDU01380,2023-03-19,9,19,Nashik,Maharashtra,Tier 2,Other,25-34,Google Ads,Net Banking,Tablet,9999,25,2499.75,7499.25,1349.87,6149.38,2621.7,3527.68,57.37,No,,No,0
EDU01159,2024-06-16,6,15,Warangal,Telangana,Tier 3,Other,13-17,WhatsApp,Wallet,Mobile,29999,10,2999.9,26999.1,4859.84,22139.26,8942.06,13197.2,59.61,Yes,4.5,No,1
EDU00269,2024-04-12,10,13,New Delhi,Delhi NCR,Tier 1,Male,35-44,Email Campaign,EMI,Desktop,15999,30,4799.7,11199.3,2015.87,9183.43,5034.82,4148.61,45.17,No,,No,1
EDU00386,2023-01-23,12,3,Nagpur,Maharashtra,Tier 2,Male,45+,YouTube,UPI,Mobile,7499,30,2249.7,5249.3,944.87,4304.43,1953.87,2350.56,54.61,Yes,3.9,No,0
EDU01245,2023-01-14,3,21,Jodhpur,Rajasthan,Tier 3,Female,25-34,Instagram,EMI,Mobile,8999,0,0,8999,1619.82,7379.18,3579.45,3799.73,51.49,Yes,3.9,No,0
EDU00042,2023-09-07,2,8,Ghaziabad,Delhi NCR,Tier 2,Other,45+,Direct/Organic,UPI,Tablet,4999,15,749.85,4249.15,764.85,3484.3,1449.46,2034.84,58.4,Yes,3.8,No,0
